Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;83,1
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;89,1
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;90,5
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;85,6
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;82,6
Hombres;12 Galicia;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2008;88
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2023;24,5
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2022;22,2
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2021;20,3
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2020;20,2
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2019;22,8
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2018;19,1
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2017;17,9
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2016;20,9
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2015;18,5
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2014;17,9
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2013;18,1
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2012;20,2
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2011;19,3
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2010;23,3
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2009;20,9
Hombres;12 Galicia;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2008;17
Hombres;13 Madrid, Comunidad de;Total;2023;1.694,9
Hombres;13 Madrid, Comunidad de;Total;2022;1.653
Hombres;13 Madrid, Comunidad de;Total;2021;1.599,4
Hombres;13 Madrid, Comunidad de;Total;2020;1.562,3
Hombres;13 Madrid, Comunidad de;Total;2019;1.598,1
Hombres;13 Madrid, Comunidad de;Total;2018;1.551,1
Hombres;13 Madrid, Comunidad de;Total;2017;1.504,2
Hombres;13 Madrid, Comunidad de;Total;2016;1.468,8
Hombres;13 Madrid, Comunidad de;Total;2015;1.459,7
Hombres;13 Madrid, Comunidad de;Total;2014;1.419,6
Hombres;13 Madrid, Comunidad de;Total;2013;1.414,9
Hombres;13 Madrid, Comunidad de;Total;2012;1.452,7
Hombres;13 Madrid, Comunidad de;Total;2011;1.520,5
Hombres;13 Madrid, Comunidad de;Total;2010;1.555,8
Hombres;13 Madrid, Comunidad de;Total;2009;1.598,6
Hombres;13 Madrid, Comunidad de;Total;2008;1.711,6
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2023;6,5
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2022;7,1
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2021;4,2
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2020;2,1
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2019;5,7
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2018;4,3
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2017;2,5
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2016;4,2
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2015;2,2
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2014;10,4
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2013;9,7
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2012;7,3
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2011;4,4
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2010;4
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2009;7,9
Hombres;13 Madrid, Comunidad de;A Agricultura ( A );2008;12,2
Hombres;13 Madrid, Comunidad de;Industria general;2023;211,1
Hombres;13 Madrid, Comunidad de;Industria general;2022;215,3
Hombres;13 Madrid, Comunidad de;Industria general;2021;187,3
Hombres;13 Madrid, Comunidad de;Industria general;2020;171,5
Hombres;13 Madrid, Comunidad de;Industria general;2019;182,7
Hombres;13 Madrid, Comunidad de;Industria general;2018;182,1
Hombres;13 Madrid, Comunidad de;Industria general;2017;188,4
Hombres;13 Madrid, Comunidad de;Industria general;2016;174,7
Hombres;13 Madrid, Comunidad de;Industria general;2015;175,2
Hombres;13 Madrid, Comunidad de;Industria general;2014;179,3
Hombres;13 Madrid, Comunidad de;Industria general;2013;184,6
Hombres;13 Madrid, Comunidad de;Industria general;2012;182,3
Hombres;13 Madrid, Comunidad de;Industria general;2011;199,9
Hombres;13 Madrid, Comunidad de;Industria general;2010;201,2
Hombres;13 Madrid, Comunidad de;Industria general;2009;206,6
Hombres;13 Madrid, Comunidad de;Industria general;2008;234,7
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2023;25,2
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2022;26,5
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;22,6
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;23,2
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;25
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;29,1
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;31,6
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;27,3
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;27,4
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;31,4
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;26
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;28,4
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;27,4
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;30,3
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;30,3
Hombres;13 Madrid, Comunidad de;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;23,4
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2023;185,9
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2022;188,7
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2021;164,7
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2020;148,3
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2019;157,7
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2018;153
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2017;156,8
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2016;147,4
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2015;147,8
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2014;147,9
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2013;158,5
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2012;153,9
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2011;172,5
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2010;170,9
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2009;176,3
Hombres;13 Madrid, Comunidad de;C Industria manufacturera ( C );2008;211,2
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2023;168
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2022;155,3
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2021;151,7
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2020;170,1
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2019;169,2
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2018;155,9
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2017;128,5
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2016;121,7
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2015;135,7
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2014;119,7
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2013;119,2
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2012;121,1
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2011;159,4
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2010;175,9
Hombres;13 Madrid, Comunidad de;F Construcción ( F );2009;223,8
